"CBL ID","Decade","Year of Capture","Month","Day","Season","Region","State","Gear","Rec/Comm","Final Age","Age Group","CFL (cm)","CFL (in)","Size Group","d13C VPDB","d18O VPDB","First Year","Year Class","Year shift","d13C slope","d13C change","Suess d13C","final d18O","abs Suess C","abs final O","Origin.East","Origin.West"
"1978_GOM_70","1970s",1978,5,14,"Q2","GOM",NA,NA,"Comm",26,"Adult",290.178,114.243307086614,"Giant",-6.5462247676979,-1.22434638767144,2006,1952,54,-0.0394,-2.1276,-8.6738247676979,-1.22434638767144,8.6738247676979,1.22434638767144,0.11,0.89
"1978_GOM_72","1970s",1978,4,20,"Q2","GOM",NA,"JLL","Comm",23,"Adult",253.5456,99.8211023622047,"Giant",-7.02500767667458,-1.02657239121227,2006,1955,51,-0.0394,-2.0094,-9.03440767667458,-1.02657239121227,9.03440767667458,1.02657239121227,0.578,0.422
"1978_GOM_73","1970s",1978,4,20,"Q2","GOM",NA,"JLL","Comm",24,"Adult",269.1864,105.978897637795,"Giant",-6.55032040445967,-1.01221956758891,2006,1954,52,-0.0394,-2.0488,-8.59912040445966,-1.01221956758891,8.59912040445966,1.01221956758891,0.38,0.62
"1978_GOM_74","1970s",1978,4,20,"Q2","GOM",NA,"JLL","Comm",30,"Adult",261.366,102.9,"Giant",-6.96449955093777,-0.975747489636936,2006,1948,58,-0.0394,-2.2852,-9.24969955093777,-0.975747489636936,9.24969955093777,0.975747489636936,0.492,0.508
"1978_GOM_75","1970s",1978,4,20,"Q2","GOM",NA,"JLL","Comm",22,"Adult",248.2977,97.755,"Giant",-6.35543175403467,-1.03912213576706,2006,1956,50,-0.0394,-1.97,-8.32543175403467,-1.03912213576706,8.32543175403467,1.03912213576706,0.606,0.394
"1978_GOM_76","1970s",1978,4,20,"Q2","GOM",NA,"JLL","Comm",20,"Adult",248.2977,97.755,"Giant",-6.74686863078963,-1.17832180414419,2006,1958,48,-0.0394,-1.8912,-8.63806863078963,-1.17832180414419,8.63806863078963,1.17832180414419,0.13,0.87
"1978_GOM_77","1970s",1978,4,20,"Q2","GOM",NA,"JLL","Comm",14,"Adult",243.0498,95.6888976377953,"Giant",-6.80376974776938,-0.947835427311066,2006,1964,42,-0.0394,-1.6548,-8.45856974776938,-0.947835427311066,8.45856974776938,0.947835427311066,0.73,0.27
"1978_GOM_78","1970s",1978,4,21,"Q2","GOM",NA,"JLL","Comm",13,"Adult",250.5615,98.6462598425197,"Giant",-7.53145323796725,-1.0136525374892,2006,1965,41,-0.0394,-1.6154,-9.14685323796725,-1.0136525374892,9.14685323796725,1.0136525374892,0.168,0.832
"1978_GOM_79","1970s",1978,4,21,"Q2","GOM",NA,"JLL","Comm",20,"Adult",279.6822,110.111102362205,"Giant",-7.52776045182938,-1.26526707650863,2006,1958,48,-0.0394,-1.8912,-9.41896045182938,-1.26526707650863,9.41896045182938,1.26526707650863,0.052,0.948
"1978_GOM_8","1970s",1978,3,22,"Q1","GOM",NA,"JLL","Comm",18,"Adult",261.366,102.9,"Giant",-7.74408997734216,-1.18443043597192,2006,1960,46,-0.0394,-1.8124,-9.55648997734216,-1.18443043597192,9.55648997734216,1.18443043597192,0.31,0.69
"1978_GOM_80","1970s",1978,5,13,"Q2","GOM",NA,"JLL","Comm",19,"Adult",250.8702,98.7677952755905,"Giant",-7.45767515838138,-1.42391360995812,2006,1959,47,-0.0394,-1.8518,-9.30947515838138,-1.42391360995812,9.30947515838138,1.42391360995812,0.01,0.99
"1978_GOM_81","1970s",1978,5,13,"Q2","GOM",NA,"JLL","Comm",12,"Adult",252.105,99.253937007874,"Giant",-7.83030177811894,-0.655871880095503,2006,1966,40,-0.0394,-1.576,-9.40630177811894,-0.655871880095503,9.40630177811894,0.655871880095503,0.662,0.338
"1978_GOM_82","1970s",1978,5,12,"Q2","GOM",NA,"JLL","Comm",30,"Adult",250.8702,98.7677952755905,"Giant",-6.80739788135807,-1.26547399490412,2006,1948,58,-0.0394,-2.2852,-9.09259788135807,-1.26547399490412,9.09259788135807,1.26547399490412,0.03,0.97
"1978_GOM_83","1970s",1978,5,13,"Q2","GOM",NA,"JLL","Comm",26,"Adult",253.134,99.6590551181102,"Giant",-7.39637264527033,-1.24507723028462,2006,1952,54,-0.0394,-2.1276,-9.52397264527033,-1.24507723028462,9.52397264527033,1.24507723028462,0.19,0.81
"1978_GOM_84","1970s",1978,5,19,"Q2","GOM",NA,"JLL","Comm",34,"Adult",263.9385,103.912795275591,"Giant",-6.71557510714887,-1.10174671656866,2006,1944,62,-0.0394,-2.4428,-9.15837510714887,-1.10174671656866,9.15837510714887,1.10174671656866,0.258,0.742
"1978_GOM_85","1970s",1978,5,21,"Q2","GOM",NA,"JLL","Comm",32,"Adult",258.7935,101.887204724409,"Giant",-6.71851948301521,-1.11885694249517,2006,1946,60,-0.0394,-2.364,-9.08251948301521,-1.11885694249517,9.08251948301521,1.11885694249517,0.292,0.708
"1978_GOM_86","1970s",1978,5,21,"Q2","GOM",NA,"JLL","Comm",28,"Adult",245.7252,96.7422047244094,"Giant",-6.91616777508764,-1.52269136045577,2006,1950,56,-0.0394,-2.2064,-9.12256777508764,-1.52269136045577,9.12256777508764,1.52269136045577,0,1
"1978_GOM_87","1970s",1978,5,22,"Q2","GOM",NA,"JLL","Comm",25,"Adult",274.4343,108.045,"Giant",-7.43023321930023,-1.4469161972122,2006,1953,53,-0.0394,-2.0882,-9.51843321930023,-1.4469161972122,9.51843321930023,1.4469161972122,0.054,0.946
"1978_GOM_89","1970s",1978,5,16,"Q2","GOM",NA,"JLL","Comm",32,"Adult",269.1864,105.978897637795,"Giant",-6.51210099868562,-1.14344792891348,2006,1946,60,-0.0394,-2.364,-8.87610099868562,-1.14344792891348,8.87610099868562,1.14344792891348,0.482,0.518
"1978_GOM_9","1970s",1978,3,22,"Q1","GOM",NA,"JLL","Comm",27,"Adult",253.134,99.6590551181102,"Giant",-6.53674651121137,-0.949782505218297,2006,1951,55,-0.0394,-2.167,-8.70374651121137,-0.949782505218297,8.70374651121137,0.949782505218297,0.532,0.468
"1978_GOM_91","1970s",1978,5,16,"Q2","GOM",NA,"JLL","Comm",21,"Adult",267.54,105.330708661417,"Giant",-6.67072283943936,-1.28865859720535,2006,1957,49,-0.0394,-1.9306,-8.60132283943936,-1.28865859720535,8.60132283943936,1.28865859720535,0.394,0.606
"1978_GOM_92","1970s",1978,5,16,"Q2","GOM",NA,"JLL","Comm",28,"Adult",275.772,108.571653543307,"Giant",-6.85210563392348,-1.40132945752484,2006,1950,56,-0.0394,-2.2064,-9.05850563392348,-1.40132945752484,9.05850563392348,1.40132945752484,0.054,0.946
"1978_GOM_93","1970s",1978,5,16,"Q2","GOM",NA,"JLL","Comm",27,"Adult",252.105,99.253937007874,"Giant",-6.86034932012099,-1.0122736174601,2006,1951,55,-0.0394,-2.167,-9.02734932012099,-1.0122736174601,9.02734932012099,1.0122736174601,0.76,0.24
"1978_GOM_94","1970s",1978,5,17,"Q2","GOM",NA,"JLL","Comm",26,"Adult",252.105,99.253937007874,"Giant",-7.01804003101672,-1.29334322777692,2006,1952,54,-0.0394,-2.1276,-9.14564003101672,-1.29334322777692,9.14564003101672,1.29334322777692,0.01,0.99
"1978_GOM_95","1970s",1978,5,17,"Q2","GOM",NA,"JLL","Comm",24,"Adult",286.062,112.622834645669,"Giant",-6.74987435745005,-1.23045529199569,2006,1954,52,-0.0394,-2.0488,-8.79867435745005,-1.23045529199569,8.79867435745005,1.23045529199569,0.324,0.676
"1978_GOM_96","1970s",1978,5,17,"Q2","GOM",NA,"JLL","Comm",25,"Adult",247.989,97.6334645669291,"Giant",-6.51221392904569,-1.15745084095375,2006,1953,53,-0.0394,-2.0882,-8.60041392904569,-1.15745084095375,8.60041392904569,1.15745084095375,0.222,0.778
"1996_MA_1","1990s",1996,7,19,"Q3","MA","NJ",NA,"Rec",3,"Juvenile",62,24.4094488188976,"YS/School",-8.23198558304464,-1.25646230306125,2006,1993,13,-0.0394,-0.5122,-8.74418558304464,-1.25646230306125,8.74418558304464,1.25646230306125,0.046,0.954
"1996_MA_3","1990s",1996,7,27,"Q3","MA","NJ",NA,"Rec",5,"Juvenile",167,65.748031496063,"LS/SM",-7.31866705948013,-1.06741246698873,2006,1991,15,-0.0394,-0.591,-7.90966705948013,-1.06741246698873,7.90966705948013,1.06741246698873,0.462,0.538
"1996_MA_4","1990s",1996,7,21,"Q3","MA","NJ",NA,"Rec",3,"Juvenile",86,33.8582677165354,"YS/School",-8.65353655794052,-1.54015789901356,2006,1993,13,-0.0394,-0.5122,-9.16573655794052,-1.54015789901356,9.16573655794052,1.54015789901356,0.002,0.998
"1996_MA_5","1990s",1996,8,9,"Q3","MA","NJ",NA,"Rec",3,"Juvenile",87,34.251968503937,"YS/School",-8.15655913900667,-0.861618346214397,2006,1993,13,-0.0394,-0.5122,-8.66875913900667,-0.861618346214397,8.66875913900667,0.861618346214397,0.772,0.228
"1996_MA_6","1990s",1996,7,24,"Q3","MA","VA",NA,"Rec",3,"Juvenile",83,32.6771653543307,"YS/School",-7.7916950741,-1.2077443315041,2006,1993,13,-0.0394,-0.5122,-8.3038950741,-1.2077443315041,8.3038950741,1.2077443315041,0.114,0.886
"1996_MA_7","1990s",1996,7,21,"Q3","MA","VA",NA,"Rec",2,"Juvenile",84,33.0708661417323,"YS/School",-8.59918350798839,-1.40613471595008,2006,1994,12,-0.0394,-0.4728,-9.07198350798839,-1.40613471595008,9.07198350798839,1.40613471595008,0.046,0.954
"1996_NE_11","1990s",1996,10,11,"Q4","NE","MA",NA,"Comm",7,"Juvenile",191,75.1968503937008,"LM",-7.49251856600776,-0.940744769891136,2006,1989,17,-0.0394,-0.6698,-8.16231856600776,-0.940744769891136,8.16231856600776,0.940744769891136,0.632,0.368
"1996_NE_12","1990s",1996,10,11,"Q4","NE","MA",NA,"Comm",6,"Juvenile",196,77.1653543307087,"LM",-7.84663898051962,-1.18527867823112,2006,1990,16,-0.0394,-0.6304,-8.47703898051962,-1.18527867823112,8.47703898051962,1.18527867823112,0.084,0.916
"1996_NE_13","1990s",1996,10,27,"Q4","NE","MA",NA,"Comm",9,"Adult",226,88.9763779527559,"Giant",-7.75009924173337,-1.01684168660075,2006,1987,19,-0.0394,-0.7486,-8.49869924173337,-1.01684168660075,8.49869924173337,1.01684168660075,0.442,0.558
"1996_NE_14","1990s",1996,11,4,"Q4","NE","MA",NA,"Comm",6,"Juvenile",188,74.0157480314961,"LM",-8.92460587967398,-1.58556091157216,2006,1990,16,-0.0394,-0.6304,-9.55500587967398,-1.58556091157216,9.55500587967398,1.58556091157216,0.132,0.868
"1996_NE_15","1990s",1996,11,4,"Q4","NE","MA",NA,"Comm",13,"Adult",245,96.4566929133858,"Giant",-7.58518409374436,-1.13276206148989,2006,1983,23,-0.0394,-0.9062,-8.49138409374436,-1.13276206148989,8.49138409374436,1.13276206148989,0.334,0.666
"1996_NE_16","1990s",1996,11,4,"Q4","NE","MA",NA,"Comm",9,"Adult",195,76.7716535433071,"LM",-8.29595182975701,-1.36705697125253,2006,1987,19,-0.0394,-0.7486,-9.04455182975701,-1.36705697125253,9.04455182975701,1.36705697125253,0.216,0.784
"1996_NE_17","1990s",1996,10,11,"Q4","NE","MA",NA,"Comm",8,"Adult",206,81.1023622047244,"Giant",-7.75810446215476,-0.897190906806422,2006,1988,18,-0.0394,-0.7092,-8.46730446215476,-0.897190906806422,8.46730446215476,0.897190906806422,0.97,0.03
"1996_NE_20","1990s",1996,9,7,"Q3","NE","MA",NA,"Comm",6,"Juvenile",203,79.9212598425197,"LM",-8.02457909609205,-1.61637471732537,2006,1990,16,-0.0394,-0.6304,-8.65497909609205,-1.61637471732537,8.65497909609205,1.61637471732537,0.004,0.996
"1996_NE_21","1990s",1996,10,2,"Q4","NE","MA",NA,"Comm",16,"Adult",253,99.6062992125984,"Giant",-7.84477331094207,-1.10743393228404,2006,1980,26,-0.0394,-1.0244,-8.86917331094207,-1.10743393228404,8.86917331094207,1.10743393228404,0.686,0.314
"1996_NE_22","1990s",1996,10,2,"Q4","NE","MA",NA,"Comm",10,"Adult",240,94.488188976378,"Giant",-7.70832558272392,-0.503980255856789,2006,1986,20,-0.0394,-0.788,-8.49632558272392,-0.503980255856789,8.49632558272392,0.503980255856789,0.988,0.012
"1996_NE_23","1990s",1996,10,2,"Q4","NE","MA",NA,"Comm",10,"Adult",229,90.1574803149606,"Giant",-8.99400747560658,-0.994768300290098,2006,1986,20,-0.0394,-0.788,-9.78200747560658,-0.994768300290098,9.78200747560658,0.994768300290098,0.39,0.61
"1996_NE_25","1990s",1996,10,2,"Q4","NE","ME",NA,"Comm",9,"Adult",224,88.1889763779528,"Giant",-7.64041476565603,-1.05317295315821,2006,1987,19,-0.0394,-0.7486,-8.38901476565603,-1.05317295315821,8.38901476565603,1.05317295315821,0.432,0.568
"1996_NE_28","1990s",1996,8,7,"Q3","NE","ME",NA,"Comm",21,"Adult",274,107.874015748031,"Giant",-8.38940319815923,-1.50807330118388,2006,1975,31,-0.0394,-1.2214,-9.61080319815922,-1.50807330118388,9.61080319815922,1.50807330118388,0.042,0.958
"1996_NE_29","1990s",1996,8,7,"Q3","NE","MA",NA,"Comm",8,"Adult",188,74.0157480314961,"LM",-9.14019719358254,-0.954974296474374,2006,1988,18,-0.0394,-0.7092,-9.84939719358254,-0.954974296474374,9.84939719358254,0.954974296474374,0.682,0.318
"1996_NE_31","1990s",1996,8,16,"Q3","NE","MA",NA,"Comm",7,"Juvenile",188,74.0157480314961,"LM",-8.66229794186225,-1.26022389923731,2006,1989,17,-0.0394,-0.6698,-9.33209794186225,-1.26022389923731,9.33209794186225,1.26022389923731,0.108,0.892
"1996_NE_32","1990s",1996,8,17,"Q3","NE","MA",NA,"Comm",9,"Adult",213,83.8582677165354,"Giant",-8.05116000856704,-0.528188099834801,2006,1987,19,-0.0394,-0.7486,-8.79976000856704,-0.528188099834801,8.79976000856704,0.528188099834801,0.99,0.01
"1996_NE_33","1990s",1996,8,17,"Q3","NE","MA",NA,"Comm",7,"Juvenile",186,73.2283464566929,"LM",-9.09351917822379,-1.4164733051241,2006,1989,17,-0.0394,-0.6698,-9.76331917822379,-1.4164733051241,9.76331917822379,1.4164733051241,0.08,0.92
"1996_NE_34","1990s",1996,8,14,"Q3","NE","ME",NA,"Comm",18,"Adult",266,104.724409448819,"Giant",-7.85021289846136,-1.05792624486271,2006,1978,28,-0.0394,-1.1032,-8.95341289846136,-1.05792624486271,8.95341289846136,1.05792624486271,0.288,0.712
"1996_NE_35","1990s",1996,8,15,"Q3","NE","ME",NA,"Comm",8,"Adult",207,81.496062992126,"Giant",-8.56883857311661,-1.4311965457244,2006,1988,18,-0.0394,-0.7092,-9.27803857311661,-1.4311965457244,9.27803857311661,1.4311965457244,0.022,0.978
"1996_NE_36","1990s",1996,8,16,"Q3","NE","ME",NA,"Comm",10,"Adult",224,88.1889763779528,"Giant",-9.58696960084103,-1.01633536771038,2006,1986,20,-0.0394,-0.788,-10.374969600841,-1.01633536771038,10.374969600841,1.01633536771038,0.422,0.578
"1996_NE_38","1990s",1996,9,1,"Q3","NE","MA",NA,"Comm",9,"Adult",199,78.3464566929134,"LM",-8.12545692127645,-1.2798819697568,2006,1987,19,-0.0394,-0.7486,-8.87405692127645,-1.2798819697568,8.87405692127645,1.2798819697568,0.21,0.79
"1996_NE_39","1990s",1996,9,4,"Q3","NE","MA",NA,"Comm",8,"Adult",192,75.5905511811024,"LM",-8.45318623496024,-1.30824249131144,2006,1988,18,-0.0394,-0.7092,-9.16238623496024,-1.30824249131144,9.16238623496024,1.30824249131144,0.044,0.956
"1996_NE_40","1990s",1996,9,4,"Q3","NE","MA",NA,"Comm",10,"Adult",234,92.1259842519685,"Giant",-7.76043319426154,-1.15614763740985,2006,1986,20,-0.0394,-0.788,-8.54843319426154,-1.15614763740985,8.54843319426154,1.15614763740985,0.404,0.596
"1996_NE_42","1990s",1996,9,4,"Q3","NE","MA",NA,"Comm",8,"Adult",193,75.9842519685039,"LM",-8.55949208935278,-1.58590418645607,2006,1988,18,-0.0394,-0.7092,-9.26869208935278,-1.58590418645607,9.26869208935278,1.58590418645607,0.02,0.98
"1996_NE_44","1990s",1996,9,1,"Q3","NE","ME",NA,"Comm",12,"Adult",236,92.9133858267717,"Giant",-8.29514025871042,-1.23154576180688,2006,1984,22,-0.0394,-0.8668,-9.16194025871042,-1.23154576180688,9.16194025871042,1.23154576180688,0.074,0.926
"1996_NE_45","1990s",1996,9,7,"Q3","NE","ME",NA,"Comm",9,"Adult",214,84.251968503937,"Giant",-7.70128315398727,-1.13788540209003,2006,1987,19,-0.0394,-0.7486,-8.44988315398727,-1.13788540209003,8.44988315398727,1.13788540209003,0.23,0.77
"1996_NE_46","1990s",1996,9,7,"Q3","NE","ME",NA,"Comm",10,"Adult",232,91.3385826771653,"Giant",-8.68951290457019,-0.894773879444277,2006,1986,20,-0.0394,-0.788,-9.47751290457019,-0.894773879444277,9.47751290457019,0.894773879444277,0.95,0.05
"1996_NE_47","1990s",1996,9,7,"Q3","NE","MA",NA,"Comm",10,"Adult",234,92.1259842519685,"Giant",-7.4037333035901,-1.37088182061975,2006,1986,20,-0.0394,-0.788,-8.1917333035901,-1.37088182061975,8.1917333035901,1.37088182061975,0.062,0.938
"1996_NE_48","1990s",1996,9,7,"Q3","NE","MA",NA,"Comm",10,"Adult",230,90.5511811023622,"Giant",-7.58558745846492,-1.22984885700357,2006,1986,20,-0.0394,-0.788,-8.37358745846492,-1.22984885700357,8.37358745846492,1.22984885700357,0.108,0.892
"1996_NE_49","1990s",1996,9,7,"Q3","NE","MA",NA,"Comm",9,"Adult",200,78.740157480315,"LM",-8.14099026066124,-0.875693196131476,2006,1987,19,-0.0394,-0.7486,-8.88959026066123,-0.875693196131476,8.88959026066123,0.875693196131476,0.956,0.044
"1996_NE_50","1990s",1996,9,7,"Q3","NE","MA",NA,"Comm",7,"Juvenile",196,77.1653543307087,"LM",-8.6386336213458,-0.786283277290868,2006,1989,17,-0.0394,-0.6698,-9.3084336213458,-0.786283277290868,9.3084336213458,0.786283277290868,0.99,0.01
"1996_NE_51","1990s",1996,9,7,"Q3","NE","MA",NA,"Comm",10,"Adult",219,86.2204724409449,"Giant",-8.84847242127219,-0.868886571621214,2006,1986,20,-0.0394,-0.788,-9.63647242127219,-0.868886571621214,9.63647242127219,0.868886571621214,0.786,0.214
"1996_NE_52","1990s",1996,9,6,"Q3","NE","MA",NA,"Comm",10,"Adult",234,92.1259842519685,"Giant",-7.46657261718562,-0.820250069390749,2006,1986,20,-0.0394,-0.788,-8.25457261718562,-0.820250069390749,8.25457261718562,0.820250069390749,0.91,0.09
"1996_NE_53","1990s",1996,9,6,"Q3","NE","MA",NA,"Comm",9,"Adult",217,85.4330708661417,"Giant",-8.57774450098301,-1.36539732132441,2006,1987,19,-0.0394,-0.7486,-9.32634450098301,-1.36539732132441,9.32634450098301,1.36539732132441,0.046,0.954
"1996_NE_54","1990s",1996,9,6,"Q3","NE","MA",NA,"Comm",10,"Adult",247,97.244094488189,"Giant",-8.61952436962231,-0.683409668962882,2006,1986,20,-0.0394,-0.788,-9.40752436962231,-0.683409668962882,9.40752436962231,0.683409668962882,0.628,0.372
"1996_NE_55","1990s",1996,9,6,"Q3","NE","MA",NA,"Comm",7,"Juvenile",189,74.4094488188976,"LM",-8.15165378563743,-0.729352296605754,2006,1989,17,-0.0394,-0.6698,-8.82145378563743,-0.729352296605754,8.82145378563743,0.729352296605754,0.968,0.032
"1996_NE_56","1990s",1996,9,5,"Q3","NE","MA",NA,"Comm",9,"Adult",194,76.3779527559055,"LM",-8.26025169730215,-0.878213134821918,2006,1987,19,-0.0394,-0.7486,-9.00885169730215,-0.878213134821918,9.00885169730215,0.878213134821918,0.874,0.126
"1996_NE_57","1990s",1996,9,5,"Q3","NE","MA",NA,"Comm",10,"Adult",216,85.0393700787402,"Giant",-8.17894467382362,-1.25365683133115,2006,1986,20,-0.0394,-0.788,-8.96694467382362,-1.25365683133115,8.96694467382362,1.25365683133115,0.14,0.86
"1996_NE_58","1990s",1996,10,1,"Q4","NE","MA",NA,"Comm",11,"Adult",224,88.1889763779528,"Giant",-9.14425022264922,-0.973639335230772,2006,1985,21,-0.0394,-0.8274,-9.97165022264922,-0.973639335230772,9.97165022264922,0.973639335230772,0.602,0.398
"1996_NE_59","1990s",1996,10,1,"Q4","NE","MA",NA,"Comm",9,"Adult",244,96.0629921259843,"Giant",-7.98831240843035,-0.856431065138616,2006,1987,19,-0.0394,-0.7486,-8.73691240843035,-0.856431065138616,8.73691240843035,0.856431065138616,0.83,0.17
"1996_NE_60","1990s",1996,10,1,"Q4","NE","MA",NA,"Comm",10,"Adult",238,93.7007874015748,"Giant",-7.85282155565667,-0.743883155961844,2006,1986,20,-0.0394,-0.788,-8.64082155565667,-0.743883155961844,8.64082155565667,0.743883155961844,0.766,0.234
"1996_NE_61","1990s",1996,10,1,"Q4","NE","MA",NA,"Comm",9,"Adult",189,74.4094488188976,"LM",-8.32684373158083,-0.628349036878954,2006,1987,19,-0.0394,-0.7486,-9.07544373158083,-0.628349036878954,9.07544373158083,0.628349036878954,0.746,0.254
"1996_NE_62","1990s",1996,10,1,"Q4","NE","MA",NA,"Comm",8,"Adult",205,80.7086614173228,"LM",-7.88507420097507,-1.36975406288208,2006,1988,18,-0.0394,-0.7092,-8.59427420097506,-1.36975406288208,8.59427420097506,1.36975406288208,0.04,0.96
"1996_NE_63","1990s",1996,10,1,"Q4","NE","MA",NA,"Comm",10,"Adult",238,93.7007874015748,"Giant",-7.20560076240616,-1.30666712923884,2006,1986,20,-0.0394,-0.788,-7.99360076240616,-1.30666712923884,7.99360076240616,1.30666712923884,0.396,0.604
"1996_NE_64","1990s",1996,10,1,"Q4","NE","MA",NA,"Comm",7,"Juvenile",187,73.6220472440945,"LM",-8.67525531193431,-0.785639747541732,2006,1989,17,-0.0394,-0.6698,-9.34505531193431,-0.785639747541732,9.34505531193431,0.785639747541732,0.992,0.008
"1996_NE_65","1990s",1996,10,1,"Q4","NE","ME",NA,"Comm",9,"Adult",229,90.1574803149606,"Giant",-8.31127449877367,-0.882069114235612,2006,1987,19,-0.0394,-0.7486,-9.05987449877366,-0.882069114235612,9.05987449877366,0.882069114235612,0.756,0.244
"1996_NE_66","1990s",1996,10,1,"Q4","NE","ME",NA,"Comm",10,"Adult",236,92.9133858267717,"Giant",-7.95500043924276,-0.908698767729064,2006,1986,20,-0.0394,-0.788,-8.74300043924277,-0.908698767729064,8.74300043924277,0.908698767729064,0.938,0.062
"1996_NE_67","1990s",1996,10,1,"Q4","NE","ME",NA,"Comm",10,"Adult",231,90.9448818897638,"Giant",-7.38148076116505,-0.755101606904784,2006,1986,20,-0.0394,-0.788,-8.16948076116505,-0.755101606904784,8.16948076116505,0.755101606904784,0.92,0.08
"1996_NE_68","1990s",1996,10,1,"Q4","NE","ME",NA,"Comm",11,"Adult",230,90.5511811023622,"Giant",-8.37749992550051,-0.872072989665418,2006,1985,21,-0.0394,-0.8274,-9.20489992550051,-0.872072989665418,9.20489992550051,0.872072989665418,0.862,0.138
"1996_NE_72","1990s",1996,8,14,"Q3","NE","MA",NA,"Rec",7,"Juvenile",180.075,70.8956692913386,"LS/SM",-8.38648579069787,-0.8552661750943,2006,1989,17,-0.0394,-0.6698,-9.05628579069787,-0.8552661750943,9.05628579069787,0.8552661750943,0.302,0.698
"1996_NE_73","1990s",1996,10,1,"Q4","NE","ME",NA,"Rec",8,"Adult",182.133,71.705905511811,"LS/SM",-7.88687472628434,-1.29233241957429,2006,1988,18,-0.0394,-0.7092,-8.59607472628434,-1.29233241957429,8.59607472628434,1.29233241957429,0.306,0.694
"1996_NE_74","1990s",1996,9,6,"Q3","NE","MA",NA,"Rec",8,"Adult",183.162,72.1110236220472,"LS/SM",-8.40305191956472,-0.916709210071887,2006,1988,18,-0.0394,-0.7092,-9.11225191956472,-0.916709210071887,9.11225191956472,0.916709210071887,0.838,0.162
"1996_NE_75","1990s",1996,9,7,"Q3","NE","MA",NA,"Rec",7,"Juvenile",185.22,72.9212598425197,"LS/SM",-8.24602308234559,-1.08216460963877,2006,1989,17,-0.0394,-0.6698,-8.91582308234559,-1.08216460963877,8.91582308234559,1.08216460963877,0.368,0.632
"1996_NE_76","1990s",1996,9,6,"Q3","NE","MA",NA,"Rec",7,"Juvenile",185.22,72.9212598425197,"LS/SM",-7.97785892753065,-1.29685053568443,2006,1989,17,-0.0394,-0.6698,-8.64765892753065,-1.29685053568443,8.64765892753065,1.29685053568443,0.192,0.808
"1996_NE_77","1990s",1996,9,6,"Q3","NE","MA",NA,"Rec",8,"Adult",185.22,72.9212598425197,"LS/SM",-7.94127956193638,-0.881157975229469,2006,1988,18,-0.0394,-0.7092,-8.65047956193638,-0.881157975229469,8.65047956193638,0.881157975229469,0.966,0.034
"1996_NE_78","1990s",1996,10,1,"Q4","NE","MA",NA,"Rec",9,"Adult",185.22,72.9212598425197,"LS/SM",-8.00922534578102,-1.41634573092438,2006,1987,19,-0.0394,-0.7486,-8.75782534578102,-1.41634573092438,8.75782534578102,1.41634573092438,0.004,0.996
"1996_NE_79","1990s",1996,9,5,"Q3","NE","MA",NA,"Comm",9,"Adult",186.249,73.3263779527559,"LM",-8.53187669973146,-1.54198522553892,2006,1987,19,-0.0394,-0.7486,-9.28047669973146,-1.54198522553892,9.28047669973146,1.54198522553892,0.022,0.978
"1996_NE_80","1990s",1996,9,5,"Q3","NE","MA",NA,"Comm",8,"Adult",188.307,74.1366141732283,"LM",-7.66187457010381,-1.32323872178588,2006,1988,18,-0.0394,-0.7092,-8.37107457010381,-1.32323872178588,8.37107457010381,1.32323872178588,0.118,0.882
"1996_NE_81","1990s",1996,9,4,"Q3","NE","MA",NA,"Comm",8,"Adult",190.365,74.9468503937008,"LM",-8.01193879307504,-1.27334298720457,2006,1988,18,-0.0394,-0.7092,-8.72113879307504,-1.27334298720457,8.72113879307504,1.27334298720457,0.156,0.844
"1996_NE_82","1990s",1996,9,7,"Q3","NE","MA",NA,"Comm",8,"Adult",190.365,74.9468503937008,"LM",-7.98315878717871,-1.26519748114286,2006,1988,18,-0.0394,-0.7092,-8.6923587871787,-1.26519748114286,8.6923587871787,1.26519748114286,0.208,0.792
"1996_NE_83","1990s",1996,9,4,"Q3","NE","MA",NA,"Comm",7,"Juvenile",192.423,75.7570866141732,"LM",-8.62073768017973,-1.77060613885779,2006,1989,17,-0.0394,-0.6698,-9.29053768017973,-1.77060613885779,9.29053768017973,1.77060613885779,0.024,0.976
"1996_NE_84","1990s",1996,9,4,"Q3","NE","MA",NA,"Comm",8,"Adult",192.423,75.7570866141732,"LM",-8.37051420642124,-1.44909511958944,2006,1988,18,-0.0394,-0.7092,-9.07971420642124,-1.44909511958944,9.07971420642124,1.44909511958944,0.016,0.984
"1996_NE_85","1990s",1996,9,5,"Q3","NE","MA",NA,"Comm",8,"Adult",195.51,76.9724409448819,"LM",-8.55495804440294,-1.46317655958232,2006,1988,18,-0.0394,-0.7092,-9.26415804440293,-1.46317655958232,9.26415804440293,1.46317655958232,0.022,0.978
"1996_NE_86","1990s",1996,9,1,"Q3","NE","MA",NA,"Comm",7,"Juvenile",196.539,77.3775590551181,"LM",-8.64166215117524,-1.1303078743867,2006,1989,17,-0.0394,-0.6698,-9.31146215117524,-1.1303078743867,9.31146215117524,1.1303078743867,0.51,0.49
"1996_NE_87","1990s",1996,9,1,"Q3","NE","MA",NA,"Comm",7,"Juvenile",198.597,78.1877952755905,"LM",-8.57629561216273,-0.752724575802607,2006,1989,17,-0.0394,-0.6698,-9.24609561216273,-0.752724575802607,9.24609561216273,0.752724575802607,0.854,0.146
